user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall,answer_correctness
Thành phần hóa học của bòng nước gồm những gì?,"['[{""ChuThe"": ""Vị thuốc Bòng nước"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Saponin"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Không có thông tin"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Bòng nước"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Lawsone"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Không có thông tin"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Bòng nước"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Cafeic"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Không có thông tin"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Bòng nước"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Quexetin"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Không có thông tin"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Bòng nước"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Balsaminasterol"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Không có thông tin"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Bòng nước"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Cyanidin"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Không có thông tin"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Bòng nước"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Delphindin"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Không có thông tin"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Bòng nước"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Ferulic"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Không có thông tin"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Bòng nước"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Gentisic"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Không có thông tin"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Bòng nước"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Kaempferol"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Không có thông tin"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Bòng nước"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Kaempferol 3 Arabinozit"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Không có thông tin"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Bòng nước"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Kaempferol 3 Glucozit"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Không có thông tin"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Bòng nước"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Parinaric"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Không có thông tin"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Bòng nước"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Pelargonidin"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Không có thông tin"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Bòng nước"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất P Cumaric"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Không có thông tin"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Bòng nước"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất P Hydroxybenzoic"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Không có thông tin"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Bòng nước"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Scopoletin"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Không có thông tin"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Bòng nước"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Sinapic"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Không có thông tin"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Bòng nước"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Sipinaterol"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Không có thông tin"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Bòng nước"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Xinnamic"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Không có thông tin"", ""sort_weight"": 3.0}]']","Thành phần hóa học của vị thuốc **Bòng nước** bao gồm các hoạt chất sau:

*   Saponin
*   Lawsone
*   Cafeic
*   Quexetin
*   Balsaminasterol
*   Cyanidin
*   Delphindin
*   Ferulic
*   Gentisic
*   Kaempferol
*   Kaempferol 3 Arabinozit
*   Kaempferol 3 Glucozit
*   Parinaric
*   Pelargonidin
*   P Cumaric
*   P Hydroxybenzoic
*   Scopoletin
*   Sinapic
*   Sipinaterol
*   Xinnamic","Balsaminasterol, Cafeic, Cyanidin, Delphindin, Ferulic, Gentisic, Kaempferol, Kaempferol 3 Arabinozit, Kaempferol 3 Glucozit, Lawsone, P Cumaric, P Hydroxybenzoic, Parinaric, Pelargonidin, Quexetin, Saponin, Scopoletin, Sinapic, Sipinaterol, Xinnamic",1.0,0.6036036384517692,0.9999999999,1.0,0.9742259159616644
Bệnh nào có thể chữa bằng bài thuốc chứa kha tử?,"['[{""ChuThe"": ""Vị thuốc Kha tử"", ""QuanHe"": ""Tham gia bài thuốc [Bệnh Sốt rét Thảo quả] để chữa"", ""DoiTuong"": ""Bệnh Sốt"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Kha tử"", ""QuanHe"": ""Tham gia bài thuốc [Bệnh Sốt rét Thảo quả] để chữa"", ""DoiTuong"": ""Bệnh Sốt rét"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Kha tử"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Ho Kha tử] để chữa"", ""DoiTuong"": ""Bệnh Ho"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Kha tử"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Xích bạch lỵ Kha tử] để chữa"", ""DoiTuong"": ""Bệnh Lỵ"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""sort_weight"": 3.0}]']","Dựa trên y văn, **Kha tử** được ghi nhận tham gia vào các bài thuốc chữa các bệnh sau:

*   Bài thuốc **Bệnh Sốt rét Thảo quả** để chữa bệnh Sốt và Sốt rét.
*   Bài thuốc **Bài thuốc Ho Kha tử** để chữa bệnh Ho.
*   Bài thuốc **Bài thuốc Xích bạch lỵ Kha tử** để chữa bệnh Lỵ.","Ho, Lỵ, Sốt, Sốt rét",1.0,0.5689730697541461,0.9999999999,1.0,0.8356118366242004
Vị thuốc xuyên ô chế có chứa hoạt chất asterasponin không?,['Không có dữ liệu'],"Không. Dựa trên dữ liệu y văn hiện tại, không có ghi nhận nào cho thấy xuyên ô chế có liên quan hoặc tác dụng tới asterasponin.","Không, vị thuốc xuyên ô chế không chứa hoạt chất asterasponin",0.0,0.8516819416540599,0.0,1.0,0.7434590409221769
Bệnh trẻ con chậm biết đi có thể dùng vị thuốc hoặc bài thuốc nào để chữa?,"['[{""ChuThe"": ""Bệnh Trẻ con chậm biết đi"", ""QuanHe"": ""Được chữa bằng (ViThuoc)"", ""DoiTuong"": ""Vị thuốc Ngũ gia bì"", ""LieuDung"": ""Tham khảo liều dùng chung của vị thuốc"", ""CachDung"": ""Làm mạnh gân cốt, tăng trí nhớ, ngâm rượu uống rất tốt."", ""GhiChu"": ""Đau bụng, yếu chân, trẻ con lên 3 tuổi chưa biết đi, con trai âm suy (dương sự bất cử), con gái ngứa âm hộ, đau lưng, tê chân | Ngũ gia bì | Làm mạnh gân cốt, tăng trí nhớ, ngâm rượu uống rất tốt. | [Nguồn]: CT_VT_VN_T396"", ""sort_weight"": 3.0}]']","**Vị thuốc điều trị bệnh trẻ con chậm biết đi:**

Theo y văn, vị thuốc **Ngũ gia bì** có thể được dùng để chữa bệnh trẻ con chậm biết đi.

*   **Liều dùng và cách dùng:** Tham khảo liều dùng chung của vị thuốc. Có thể dùng **Ngũ gia bì** để làm mạnh gân cốt, tăng trí nhớ, ngâm rượu uống rất tốt.

**Lưu ý:** Bài thuốc này còn được dùng cho các trường hợp đau bụng, yếu chân, trẻ con lên 3 tuổi chưa biết đi, con trai âm suy (dương sự bất cử), con gái ngứa âm hộ, đau lưng, tê chân.",Ngũ gia bì,1.0,0.46049882097863526,0.9999999999,1.0,0.40180105909008357
Thuốc nào vừa có tính bình vừa trực tiếp chữa bệnh nôn mửa?,['Không có dữ liệu'],Hệ thống y văn hiện tại chưa ghi nhận dữ liệu về vấn đề này.,"Hương phụ, Đảng sâm",1.0,0.0,0.0,0.0,0.22680628251667095
Thành phần hóa học của a giao (minh giao) gồm những gì?,"['[{""ChuThe"": ""Vị thuốc A giao (Minh giao)"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Collagen"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Không tìm thấy"", ""sort_weight"": 3.0}]']",Thành phần hóa học của **A giao (Minh giao)** có chứa hoạt chất Collagen. Liều dùng và cách dùng của hoạt chất này hiện chưa được ghi nhận.,Collagen,1.0,0.6434526138655113,0.9999999999,1.0,0.6495140604136079
"Để chữa bệnh scocbut, vị thuốc chanh được dùng với liều lượng và cách thức như thế nào?","['[{""ChuThe"": ""Vị thuốc Chanh"", ""QuanHe"": ""CHU_TRI_BENH"", ""DoiTuong"": ""Bệnh Scocbut"", ""LieuDung"": ""Dịch quả chanh"", ""CachDung"": ""Chỉ định lâm sàng"", ""GhiChu"": ""Bệnh scocbut của trẻ em mới đẻ, ở cả người lớn | [Nguồn]: CT_VT_VN_T783"", ""sort_weight"": 3.0}]']","Để chữa bệnh scocbut, **Chanh** được dùng như sau:

*   **Liều dùng và cách dùng:** Dùng dịch quả chanh theo chỉ định lâm sàng. Áp dụng cho bệnh scocbut của trẻ em mới đẻ và người lớn.","Để chữa bệnh scocbut, vị thuốc chanh có liều dùng: Dịch quả chanh và cách dùng: Chỉ định lâm sàng",1.0,0.4411003822795474,0.9999999999,1.0,0.6692493983876172
Kinh mạch nào liên quan đến nhện?,"['[{""ChuThe"": ""Vị thuốc Nhện"", ""QuanHe"": ""QUY_KINH"", ""DoiTuong"": ""Can"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""sort_weight"": 3.0}]']","Dựa trên y văn, vị thuốc **Nhện** quy kinh Can.",Can,1.0,0.6208249885338888,0.9999999999,1.0,0.6682648980377326
Thuốc nào vừa có tính bình vừa trực tiếp chữa bệnh mẩn ngứa?,"['[{""ChuThe"": ""Vị thuốc Khế"", ""QuanHe"": ""Thỏa mãn đồng thời"", ""DoiTuong"": ""Bình và Bệnh Mẩn ngứa"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """"}, {""ChuThe"": ""Vị thuốc Rau má"", ""QuanHe"": ""Thỏa mãn đồng thời"", ""DoiTuong"": ""Bình và Bệnh Mẩn ngứa"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """"}]']","Hệ thống y văn hiện tại ghi nhận thông tin về các vị thuốc có tính bình và có tác dụng với bệnh mẩn ngứa như sau:

*   **Khế**: Thỏa mãn đồng thời tính bình và bệnh mẩn ngứa.
*   **Rau má**: Thỏa mãn đồng thời tính bình và bệnh mẩn ngứa.

Lưu ý: Liều dùng và cách dùng của các vị thuốc này chưa được ghi nhận trong dữ liệu hiện tại.","Khế, Rau má",0.25,0.4304985294677085,0.9999999999,1.0,0.710281294227061
Vị thuốc trinh nữ hoàng cung chứa hoạt chất gì?,"['[{""ChuThe"": ""Vị thuốc Trinh nữ hoàng cung"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Lycorin"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Trinh nữ hoàng cung"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất 2 Epilycorin"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Trinh nữ hoàng cung"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất 2 Epipancrassidin"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Trinh nữ hoàng cung"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Ambelin"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Trinh nữ hoàng cung"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Crinafolidin"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Trinh nữ hoàng cung"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Crinafolin"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Trinh nữ hoàng cung"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Latisodin"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Ghosal phân lập được"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Trinh nữ hoàng cung"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Latisolin"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Ghosal phân lập được"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Trinh nữ hoàng cung"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Pratorimin"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Trinh nữ hoàng cung"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Pratosin"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""sort_weight"": 3.0}]']","Vị thuốc **Trinh nữ hoàng cung** chứa các hoạt chất sau:

*   Lycorin
*   Hoạt chất 2 Epilycorin
*   Hoạt chất 2 Epipancrassidin
*   Hoạt chất Ambelin
*   Hoạt chất Crinafolidin
*   Hoạt chất Crinafolin
*   Latisodin (Ghosal phân lập được)
*   Latisolin (Ghosal phân lập được)
*   Pratorimin
*   Hoạt chất Pratosin","2 Epilycorin, 2 Epipancrassidin, Ambelin, Crinafolidin, Crinafolin, Pratosin, Latisodin, Latisolin, Lycorin, Pratorimin",1.0,0.5409256807788367,0.9999999999,1.0,0.9653383461443146
"Để chữa bệnh cảm cúm, vị thuốc chanh được dùng với liều lượng và cách thức như thế nào?","['[{""ChuThe"": ""Vị thuốc Chanh"", ""QuanHe"": ""CHU_TRI_BENH"", ""DoiTuong"": ""Bệnh Cảm cúm"", ""LieuDung"": ""Lá chanh, ngọn chanh"", ""CachDung"": ""Nấu nước xông"", ""GhiChu"": ""Cảm cúm | [Nguồn]: CT_VT_VN_T784"", ""sort_weight"": 3.0}]']","Để chữa bệnh cảm cúm, **Chanh** được dùng như sau:

*   **Liều dùng:** Lá chanh, ngọn chanh
*   **Cách dùng:** Nấu nước xông","Để chữa bệnh cảm cúm, vị thuốc chanh có liều dùng: Lá chanh, ngọn chanh và cách dùng: Nấu nước xông",1.0,0.4288174643450408,0.9999999999,1.0,0.993030690851714
Tác dụng dược lý của vối ra sao?,"['[{""ChuThe"": ""Vị thuốc Vối"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Tinh dầu"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Hoạt chất khác chưa rõ.""}, {""ChuThe"": ""Vị thuốc Vối"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Ancaloit"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Hoạt chất khác chưa rõ.""}, {""ChuThe"": ""Vị thuốc Vối"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Tanin"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Hoạt chất khác chưa rõ.""}, {""ChuThe"": ""Vị thuốc Vối"", ""QuanHe"": ""CHU_TRI_BENH"", ""DoiTuong"": ""Bệnh Ghẻ"", ""LieuDung"": ""Tham khảo liều dùng chung của vị thuốc"", ""CachDung"": ""Sắc đặc để rửa"", ""GhiChu"": ""[Nguồn]: CT_VT_VN_T438""}, {""ChuThe"": ""Vị thuốc Vối"", ""QuanHe"": ""CHU_TRI_BENH"", ""DoiTuong"": ""Bệnh Đường ruột"", ""LieuDung"": ""Tham khảo liều dùng chung của vị thuốc"", ""CachDung"": ""Dùng dưới dạng thuốc sắc, thuốc cao hay thuốc viên, hoặc chế dưới dạng muối natri"", ""GhiChu"": ""[Nguồn]: CT_VT_VN_T438""}, {""ChuThe"": ""Vị thuốc Vối"", ""QuanHe"": ""CHU_TRI_BENH"", ""DoiTuong"": ""Bệnh Viêm họng"", ""LieuDung"": ""Tham khảo liều dùng chung của vị thuốc"", ""CachDung"": ""Dùng dưới dạng thuốc sắc, thuốc cao hay thuốc viên, hoặc chế dưới dạng muối natri"", ""GhiChu"": ""[Nguồn]: CT_VT_VN_T438""}, {""ChuThe"": ""Vị thuốc Vối"", ""QuanHe"": ""CHU_TRI_BENH"", ""DoiTuong"": ""Bệnh Mụn nhọt"", ""LieuDung"": ""Tham khảo liều dùng chung của vị thuốc"", ""CachDung"": ""Sắc đặc để rửa"", ""GhiChu"": ""[Nguồn]: CT_VT_VN_T438""}, {""ChuThe"": ""Vị thuốc Vối"", ""QuanHe"": ""CHU_TRI_BENH"", ""DoiTuong"": ""Bệnh Lở loét"", ""LieuDung"": ""Tham khảo liều dùng chung của vị thuốc"", ""CachDung"": ""Sắc đặc để rửa"", ""GhiChu"": ""[Nguồn]: CT_VT_VN_T438""}, {""ChuThe"": ""Vị thuốc Vối"", ""QuanHe"": ""CO_CONG_NANG"", ""DoiTuong"": ""Công năng Ăn uống khó tiêu"", ""LieuDung"": ""Tham khảo liều dùng chung của vị thuốc"", ""CachDung"": ""Nấu với nước để uống"", ""GhiChu"": ""[Nguồn]: CT_VT_VN_T438""}, {""ChuThe"": ""Vị thuốc Vối"", ""QuanHe"": ""CO_TAC_DUNG_DUOC_LY"", ""DoiTuong"": ""Dược lý Khaáng Sinh"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Nghiên cứu năm 1968 của Nguyễn Đức Minh."", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Vối"", ""QuanHe"": ""CO_TAC_DUNG_DUOC_LY"", ""DoiTuong"": ""Dược lý Độc tính"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""sort_weight"": 3.0}]']","Dược lý của **Vối** được ghi nhận như sau:

*   **Dược lý Kháng sinh:** Nghiên cứu năm 1968 của Nguyễn Đức Minh.
*   **Dược lý Độc tính:** Chưa ghi nhận.","Dược lý Khaáng Sinh, Dược lý Độc",0.6666666666666666,0.5277277828057549,0.9999999999,1.0,0.5233205033414023
Vị thuốc dưa hấu có hoạt chất cucurbitaxin e không?,['Không có dữ liệu'],"Không. Dựa trên dữ liệu y văn hiện tại, không có ghi nhận nào cho thấy dưa hấu có liên quan hoặc tác dụng tới cucurbitaxin e.","Có, vị thuốc dưa hấu có hoạt chất cucurbitaxin e",0.0,0.8583746561828224,0.0,0.0,0.24366272936158245
